email_id,subject,body,sender,sender_domain,num_urls,num_exclaim,has_html,label,full_text,clean_text,text_length,free_domain
EM00011,Quarterly report - budget planning,"Dear colleague, thank you for your email regarding budget planning. I have reviewed the details and will follow up with next steps by end of week. Regards, Jordan",jordan@notion.so,notion.so,0,0,0,0,"Quarterly report - budget planning Dear colleague, thank you for your email regarding budget planning. I have reviewed the details and will follow up with next steps by end of week. Regards, Jordan",quarterly report budget planning dear colleague thank email regarding budget planning reviewed details follow up next steps end week regards jordan,197,0
EM00012,URGENT: Action required on your FedEx account,"ALERT! Your subscription has expired - renew immediately. To avoid disruption, please track your package here by clicking the secure link below: http://irs-taxrefund-gov.com/vmymlinov95 This link will expire soon. FedEx Support",noreply@irs-taxrefund-gov.com,irs-taxrefund-gov.com,3,1,1,1,"URGENT: Action required on your FedEx account ALERT! Your subscription has expired - renew immediately. To avoid disruption, please track your package here by clicking the secure link below: http://irs-taxrefund-gov.com/vmymlinov95 This link will expire soon. FedEx Support",urgent action required fedex account alert subscription expired renew immediately avoid disruption please track package here clicking secure link below link expire soon fedex support,273,0
EM00013,URGENT: Action required on your Wells Fargo account,"Dear Customer, Security alert: someone tried to log in from a new device. Click here to verify your account: http://steam-community-gift.ru/j9boq0iq2f Failure to respond within 24 hours will result in permanent suspension of your Wells Fargo account. Regards, Wells Fargo Security Team",support@steam-community-gift.ru,steam-community-gift.ru,1,0,0,0,"URGENT: Action required on your Wells Fargo account Dear Customer, Security alert: someone tried to log in from a new device. Click here to verify your account: http://steam-community-gift.ru/j9boq0iq2f Failure to respond within 24 hours will result in permanent suspension of your Wells Fargo account. Regards, Wells Fargo Security Team",urgent action required wells fargo account dear customer security alert someone tried log new device click here verify account failure respond within hours result permanent suspension wells fargo account regards wells fargo security team,337,0
EM00014,Your Instagram account has been limited,Congratulations! You have been selected to receive a reward from Instagram. Claim your reward before it expires: http://microsoft-office365-verify.com/43d5iqvnb4g Offer valid for 24 hours only. Do not share this email.,service@microsoft-office365-verify.com,microsoft-office365-verify.com,2,1,1,1,Your Instagram account has been limited Congratulations! You have been selected to receive a reward from Instagram. Claim your reward before it expires: http://microsoft-office365-verify.com/43d5iqvnb4g Offer valid for 24 hours only. Do not share this email.,instagram account limited congratulations selected receive reward instagram claim reward before expires offer valid hours only share email,258,0
EM00015,Project update - expense report,"Hi team, sharing notes from today's discussion on expense report. Please review the attached document and add your comments by Friday. Thanks, Fatima",fatima@dropbox.com,dropbox.com,0,0,0,0,"Project update - expense report Hi team, sharing notes from today's discussion on expense report. Please review the attached document and add your comments by Friday. Thanks, Fatima",project update expense report hi team sharing notes today discussion expense report please review attached document add comments friday thanks fatima,181,0
EM00016,Verify your Amazon account now,"Dear user, as part of a routine security review your Amazon account access has been temporarily limited. Please confirm your details here to restore full access: http://microsoft-office365-verify.com/bwvf8gua We appreciate your prompt attention to this matter.",noreply@microsoft-office365-verify.com,microsoft-office365-verify.com,3,0,1,1,"Verify your Amazon account now Dear user, as part of a routine security review your Amazon account access has been temporarily limited. Please confirm your details here to restore full access: http://microsoft-office365-verify.com/bwvf8gua We appreciate your prompt attention to this matter.",verify amazon account dear user part routine security review amazon account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,291,0
EM00017,You have a new message from Steam,"Dear user, as part of a routine security review your Steam account access has been temporarily limited. Please confirm your details here to restore full access: http://update-billing-info.org/7orfqla We appreciate your prompt attention to this matter.",alert@update-billing-info.org,update-billing-info.org,2,0,1,1,"You have a new message from Steam Dear user, as part of a routine security review your Steam account access has been temporarily limited. Please confirm your details here to restore full access: http://update-billing-info.org/7orfqla We appreciate your prompt attention to this matter.",new message steam dear user part routine security review steam account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,285,0
EM00018,Re: Unusual activity detected - FedEx,"Dear Customer, We detected unusual sign-in activity on your account. Click here to verify your account: http://hdfc-netbanking-secure.in/psaldnj7v Failure to respond within 24 hours will result in permanent suspension of your FedEx account. Regards, FedEx Security Team",service@hdfc-netbanking-secure.in,hdfc-netbanking-secure.in,3,0,1,1,"Re: Unusual activity detected - FedEx Dear Customer, We detected unusual sign-in activity on your account. Click here to verify your account: http://hdfc-netbanking-secure.in/psaldnj7v Failure to respond within 24 hours will result in permanent suspension of your FedEx account. Regards, FedEx Security Team",re unusual activity detected fedex dear customer detected unusual sign activity account click here verify account failure respond within hours result permanent suspension fedex account regards fedex security team,307,0
EM00019,Welcome to the office move,"Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",alex@dropbox.com,dropbox.com,0,0,0,0,"Welcome to the office move Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",welcome office move hi quick reminder password internal portal expires days update any time settings security once logged helpdesk,195,0
EM00020,Weekly newsletter: product launch,"Hi all, here is this week's newsletter covering product launch and other updates from around the company. Feel free to reply with feedback. Cheers, Neha",neha@university.edu,university.edu,0,0,1,0,"Weekly newsletter: product launch Hi all, here is this week's newsletter covering product launch and other updates from around the company. Feel free to reply with feedback. Cheers, Neha",weekly newsletter product launch hi all here week newsletter covering product launch other updates around company feel free reply feedback cheers neha,186,0
EM00021,IRS Security Alert,"Hello, we noticed a problem with your last order. Your subscription has expired - renew immediately. Log in to secure your account: http://netfIix-account.com/ju31fi0n6dg Sincerely, IRS Customer Service",support@netfIix-account.com,netfIix-account.com,3,0,1,1,"IRS Security Alert Hello, we noticed a problem with your last order. Your subscription has expired - renew immediately. Log in to secure your account: http://netfIix-account.com/ju31fi0n6dg Sincerely, IRS Customer Service",irs security alert hello noticed problem last order subscription expired renew immediately log secure account sincerely irs customer service,221,0
EM00022,Microsoft 365 Security Alert,"ALERT! Your account will be suspended within 24 hours. To avoid disruption, please claim your reward before it expires by clicking the secure link below: http://amaz0n-security.info/jy2nz7v This link will expire soon. Microsoft 365 Support",service@amaz0n-security.info,amaz0n-security.info,1,1,1,1,"Microsoft 365 Security Alert ALERT! Your account will be suspended within 24 hours. To avoid disruption, please claim your reward before it expires by clicking the secure link below: http://amaz0n-security.info/jy2nz7v This link will expire soon. Microsoft 365 Support",microsoft security alert alert account suspended within hours avoid disruption please claim reward before expires clicking secure link below link expire soon microsoft support,268,0
EM00023,Reminder: the annual conference tomorrow,"Dear colleague, thank you for your email regarding the annual conference. I have reviewed the details and will follow up with next steps by end of week. Regards, Jordan",jordan@yourbank.com,yourbank.com,0,0,1,0,"Reminder: the annual conference tomorrow Dear colleague, thank you for your email regarding the annual conference. I have reviewed the details and will follow up with next steps by end of week. Regards, Jordan",reminder annual conference tomorrow dear colleague thank email regarding annual conference reviewed details follow up next steps end week regards jordan,209,0
EM00024,Welcome to the client call,"Hello, please find attached the invoice #9690 for the client call. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Neha",neha@client-firm.com,client-firm.com,0,0,1,0,"Welcome to the client call Hello, please find attached the invoice #9690 for the client call. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Neha",welcome client call hello please find attached invoice client call payment due within days per standard terms let know any questions best neha,197,0
EM00025,Quarterly report - engineering sync,"Hello, action needed: please confirm your availability for engineering sync by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Neha",neha@client-firm.com,client-firm.com,0,0,0,0,"Quarterly report - engineering sync Hello, action needed: please confirm your availability for engineering sync by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Neha",quarterly report engineering sync hello action needed please confirm availability engineering sync end day finalize schedule reply directly email thanks neha,201,0
EM00026,URGENT: Action required on your Apple ID account,Congratulations! You have been selected to receive a reward from Apple ID. Review the suspicious activity report: http://bankofamerica-alert.co/q7nc85e4e9oe Offer valid for 24 hours only. Do not share this email.,security@bankofamerica-alert.co,bankofamerica-alert.co,2,1,1,1,URGENT: Action required on your Apple ID account Congratulations! You have been selected to receive a reward from Apple ID. Review the suspicious activity report: http://bankofamerica-alert.co/q7nc85e4e9oe Offer valid for 24 hours only. Do not share this email.,urgent action required apple id account congratulations selected receive reward apple id review suspicious activity report offer valid hours only share email,261,0
EM00027,Schedule change for expense report,"Hi, this is urgent - please review and approve the expense report document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Sam",sam@yourbank.com,yourbank.com,0,0,1,0,"Schedule change for expense report Hi, this is urgent - please review and approve the expense report document today, our deadline moved up. You can find it in the shared drive. Thanks for the quick turnaround, Sam",schedule change expense report hi urgent please review approve expense report document today deadline moved up find shared drive thanks quick turnaround sam,213,0
EM00028,Invoice #4443 for expense report,"Hi team, sharing notes from today's discussion on expense report. Please review the attached document and add your comments by Friday. Thanks, Daniel",daniel@company.com,company.com,1,0,0,0,"Invoice #4443 for expense report Hi team, sharing notes from today's discussion on expense report. Please review the attached document and add your comments by Friday. Thanks, Daniel",invoice expense report hi team sharing notes today discussion expense report please review attached document add comments friday thanks daniel,182,0
EM00029,Team meeting notes - the office move,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",alex@gmail.com,gmail.com,0,0,0,0,"Team meeting notes - the office move Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",team meeting notes office move dear employee department performing scheduled account verification week part routine security action required time hr team,211,1
EM00030,Re: Unusual activity detected - HDFC Bank,"Hello, our records show your HDFC Bank account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://amaz0n-security.info/hbbjcdi Thank you, HDFC Bank Accounts Team",account-team@amaz0n-security.info,amaz0n-security.info,2,0,1,1,"Re: Unusual activity detected - HDFC Bank Hello, our records show your HDFC Bank account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://amaz0n-security.info/hbbjcdi Thank you, HDFC Bank Accounts Team",re unusual activity detected hdfc bank hello records show hdfc bank account requires re verification following recent policy update please complete step convenience keep account good standing thank hdfc bank accounts team,303,0
EM00031,IRS Security Alert,This is an automated message from IRS. Security alert: someone tried to log in from a new device. Please review the suspicious activity report using the link provided: http://irs-taxrefund-gov.com/6l91f4x2bfib to prevent loss of access to your account and data.,account-team@irs-taxrefund-gov.com,irs-taxrefund-gov.com,2,0,1,1,IRS Security Alert This is an automated message from IRS. Security alert: someone tried to log in from a new device. Please review the suspicious activity report using the link provided: http://irs-taxrefund-gov.com/6l91f4x2bfib to prevent loss of access to your account and data.,irs security alert automated message irs security alert someone tried log new device please review suspicious activity report using link provided prevent loss access account data,280,0
EM00032,Your system maintenance order confirmation,"Hi all, here is this week's newsletter covering system maintenance and other updates from around the company. Feel free to reply with feedback. Cheers, Priya",priya@notion.so,notion.so,0,0,0,0,"Your system maintenance order confirmation Hi all, here is this week's newsletter covering system maintenance and other updates from around the company. Feel free to reply with feedback. Cheers, Priya",system maintenance order confirmation hi all here week newsletter covering system maintenance other updates around company feel free reply feedback cheers priya,200,0
EM00033,Your Netflix account has been limited,"Dear User, our records show your payment method has failed. We detected unusual sign-in activity on your account. Claim your reward before it expires: http://microsoft-office365-verify.com/xkk2abkvblpxaj You must act now to avoid additional fees.",alert@microsoft-office365-verify.com,microsoft-office365-verify.com,3,0,0,1,"Your Netflix account has been limited Dear User, our records show your payment method has failed. We detected unusual sign-in activity on your account. Claim your reward before it expires: http://microsoft-office365-verify.com/xkk2abkvblpxaj You must act now to avoid additional fees.",netflix account limited dear user records show payment method failed detected unusual sign activity account claim reward before expires must act avoid additional fees,284,0
EM00034,Project update - holiday schedule,"Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",jordan@github.com,github.com,0,0,1,0,"Project update - holiday schedule Hi, quick reminder that your password for the internal portal expires in 3 days. You can update it any time from Settings > Security once you are logged in. IT Helpdesk",project update holiday schedule hi quick reminder password internal portal expires days update any time settings security once logged helpdesk,202,0
EM00035,Verify your Instagram account now,"Hello, our records show your Instagram account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://paypa1-alerts.net/56waffto Thank you, Instagram Accounts Team",support@paypa1-alerts.net,paypa1-alerts.net,1,0,1,1,"Verify your Instagram account now Hello, our records show your Instagram account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://paypa1-alerts.net/56waffto Thank you, Instagram Accounts Team",verify instagram account hello records show instagram account requires re verification following recent policy update please complete step convenience keep account good standing thank instagram accounts team,293,0
EM00036,URGENT: Action required on your Instagram account,"Hi, I am following up on the invoice we discussed. Could you please review and process payment through the link below at your earliest convenience: http://appleid-support-team.com/ba9in2xr Let me know if you have any questions. Regards, Instagram Billing",security@appleid-support-team.com,appleid-support-team.com,2,0,0,1,"URGENT: Action required on your Instagram account Hi, I am following up on the invoice we discussed. Could you please review and process payment through the link below at your earliest convenience: http://appleid-support-team.com/ba9in2xr Let me know if you have any questions. Regards, Instagram Billing",urgent action required instagram account hi am following up invoice discussed could please review process payment through link below earliest convenience let know any questions regards instagram billing,304,0
EM00037,Verify your LinkedIn account now,"ALERT! Your package could not be delivered - confirm your address. To avoid disruption, please claim your reward before it expires by clicking the secure link below: http://secure-verify-account.com/0ubmc9 This link will expire soon. LinkedIn Support",security@secure-verify-account.com,secure-verify-account.com,2,1,1,1,"Verify your LinkedIn account now ALERT! Your package could not be delivered - confirm your address. To avoid disruption, please claim your reward before it expires by clicking the secure link below: http://secure-verify-account.com/0ubmc9 This link will expire soon. LinkedIn Support",verify linkedin account alert package could delivered confirm address avoid disruption please claim reward before expires clicking secure link below link expire soon linkedin support,283,0
EM00038,Re: code review feedback,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",wei@client-firm.com,client-firm.com,0,0,1,0,"Re: code review feedback Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",re code review feedback dear employee department performing scheduled account verification week part routine security action required time hr team,199,0
EM00039,Schedule change for expense report,"Hello, please find attached the invoice #9020 for expense report. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Alex",alex@hr.company.com,hr.company.com,1,0,0,0,"Schedule change for expense report Hello, please find attached the invoice #9020 for expense report. Payment is due within 30 days per our standard terms. Let me know if you have any questions. Best, Alex",schedule change expense report hello please find attached invoice expense report payment due within days per standard terms let know any questions best alex,204,0
EM00040,Re: the design review feedback,"Hello, action needed: please confirm your availability for the design review by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Chris",chris@office.com,office.com,0,0,0,0,"Re: the design review feedback Hello, action needed: please confirm your availability for the design review by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Chris",re design review feedback hello action needed please confirm availability design review end day finalize schedule reply directly email thanks chris,198,0
EM00041,You have a new message from Google Workspace,"Hello, our records show your Google Workspace account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://steam-community-gift.ru/x8yx7wr2li Thank you, Google Workspace Accounts Team",security@steam-community-gift.ru,steam-community-gift.ru,3,0,1,1,"You have a new message from Google Workspace Hello, our records show your Google Workspace account requires re-verification following a recent policy update. Please complete this step at your convenience to keep your account in good standing: http://steam-community-gift.ru/x8yx7wr2li Thank you, Google Workspace Accounts Team",new message google workspace hello records show google workspace account requires re verification following recent policy update please complete step convenience keep account good standing thank google workspace accounts team,326,0
EM00042,Verify your Netflix account now,"ALERT! Unauthorized access attempt blocked - verify your identity. To avoid disruption, please update your billing information by clicking the secure link below: http://microsoft-office365-verify.com/z6tpbwsxx This link will expire soon. Netflix Support",account-team@microsoft-office365-verify.com,microsoft-office365-verify.com,2,1,1,1,"Verify your Netflix account now ALERT! Unauthorized access attempt blocked - verify your identity. To avoid disruption, please update your billing information by clicking the secure link below: http://microsoft-office365-verify.com/z6tpbwsxx This link will expire soon. Netflix Support",verify netflix account alert unauthorized access attempt blocked verify identity avoid disruption please update billing information clicking secure link below link expire soon netflix support,285,0
EM00043,Quarterly report - the annual conference,"Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",jordan@notion.so,notion.so,0,0,0,0,"Quarterly report - the annual conference Hi, your order has been confirmed and will ship within 2 business days. You can track the shipment from your account dashboard. Thank you for your business.",quarterly report annual conference hi order confirmed ship within business days track shipment account dashboard thank business,197,0
EM00044,Invoice #5358 for the hiring panel,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",neha@github.com,github.com,1,0,0,0,"Invoice #5358 for the hiring panel Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",invoice hiring panel dear employee department performing scheduled account verification week part routine security action required time hr team,209,0
EM00045,Invoice #3627 for Q3 roadmap,"Hello, action needed: please confirm your availability for Q3 roadmap by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Neha",neha@notion.so,notion.so,0,0,0,0,"Invoice #3627 for Q3 roadmap Hello, action needed: please confirm your availability for Q3 roadmap by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Neha",invoice roadmap hello action needed please confirm availability roadmap end day finalize schedule reply directly email thanks neha,188,0
EM00046,Team meeting notes - system maintenance,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",daniel@slack.com,slack.com,1,0,0,0,"Team meeting notes - system maintenance Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",team meeting notes system maintenance dear employee department performing scheduled account verification week part routine security action required time hr team,214,0
EM00047,Re: budget planning feedback,"Dear colleague, thank you for your email regarding budget planning. I have reviewed the details and will follow up with next steps by end of week. Regards, Chris",chris@university.edu,university.edu,0,0,0,0,"Re: budget planning feedback Dear colleague, thank you for your email regarding budget planning. I have reviewed the details and will follow up with next steps by end of week. Regards, Chris",re budget planning feedback dear colleague thank email regarding budget planning reviewed details follow up next steps end week regards chris,190,0
EM00048,You have a new message from DHL Express,"Dear user, as part of a routine security review your DHL Express account access has been temporarily limited. Please confirm your details here to restore full access: http://insta-help-center.com/s9ehwhg We appreciate your prompt attention to this matter.",alert@insta-help-center.com,insta-help-center.com,1,0,1,1,"You have a new message from DHL Express Dear user, as part of a routine security review your DHL Express account access has been temporarily limited. Please confirm your details here to restore full access: http://insta-help-center.com/s9ehwhg We appreciate your prompt attention to this matter.",new message dhl express dear user part routine security review dhl express account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,295,0
EM00049,Invoice #1277 for the client call,"Hi team, sharing notes from today's discussion on the client call. Please review the attached document and add your comments by Friday. Thanks, Daniel",daniel@outlook.com,outlook.com,0,0,1,0,"Invoice #1277 for the client call Hi team, sharing notes from today's discussion on the client call. Please review the attached document and add your comments by Friday. Thanks, Daniel",invoice client call hi team sharing notes today discussion client call please review attached document add comments friday thanks daniel,184,1
EM00050,Reminder: code review tomorrow,"Hello, action needed: please confirm your availability for code review by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Jordan",jordan@zoom.us,zoom.us,0,0,0,0,"Reminder: code review tomorrow Hello, action needed: please confirm your availability for code review by end of day so we can finalize the schedule. Reply directly to this email. Thanks, Jordan",reminder code review tomorrow hello action needed please confirm availability code review end day finalize schedule reply directly email thanks jordan,193,0
EM00051,Re: Unusual activity detected - Instagram,"Hello, we noticed a problem with your last order. Security alert: someone tried to log in from a new device. Claim your reward before it expires: http://hdfc-netbanking-secure.in/45gdej31 Sincerely, Instagram Customer Service",service@hdfc-netbanking-secure.in,hdfc-netbanking-secure.in,3,0,0,1,"Re: Unusual activity detected - Instagram Hello, we noticed a problem with your last order. Security alert: someone tried to log in from a new device. Claim your reward before it expires: http://hdfc-netbanking-secure.in/45gdej31 Sincerely, Instagram Customer Service",re unusual activity detected instagram hello noticed problem last order security alert someone tried log new device claim reward before expires sincerely instagram customer service,267,0
EM00052,Re: onsite training feedback,"Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",wei@hr.company.com,hr.company.com,0,0,0,0,"Re: onsite training feedback Dear employee, our IT department will be performing scheduled account verification this week as part of routine security. No action is required from you at this time. HR Team",re onsite training feedback dear employee department performing scheduled account verification week part routine security action required time hr team,203,0
EM00053,You have a new message from Apple ID,"Dear user, as part of a routine security review your Apple ID account access has been temporarily limited. Please confirm your details here to restore full access: http://appleid-support-team.com/yqlg0k1irbs We appreciate your prompt attention to this matter.",alert@appleid-support-team.com,appleid-support-team.com,2,0,1,0,"You have a new message from Apple ID Dear user, as part of a routine security review your Apple ID account access has been temporarily limited. Please confirm your details here to restore full access: http://appleid-support-team.com/yqlg0k1irbs We appreciate your prompt attention to this matter.",new message apple id dear user part routine security review apple id account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,296,0
EM00054,URGENT: Action required on your IRS account,"Dear user, as part of a routine security review your IRS account access has been temporarily limited. Please confirm your details here to restore full access: http://irs-taxrefund-gov.com/60xng2ig We appreciate your prompt attention to this matter.",service@irs-taxrefund-gov.com,irs-taxrefund-gov.com,1,0,0,1,"URGENT: Action required on your IRS account Dear user, as part of a routine security review your IRS account access has been temporarily limited. Please confirm your details here to restore full access: http://irs-taxrefund-gov.com/60xng2ig We appreciate your prompt attention to this matter.",urgent action required irs account dear user part routine security review irs account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,292,0
EM00055,URGENT: Action required on your Steam account,"Hello, we noticed a problem with your last order. This is your final notice before deactivation. Claim your reward before it expires: http://hdfc-netbanking-secure.in/srd9q46nouh Sincerely, Steam Customer Service",service@hdfc-netbanking-secure.in,hdfc-netbanking-secure.in,3,0,1,1,"URGENT: Action required on your Steam account Hello, we noticed a problem with your last order. This is your final notice before deactivation. Claim your reward before it expires: http://hdfc-netbanking-secure.in/srd9q46nouh Sincerely, Steam Customer Service",urgent action required steam account hello noticed problem last order final notice before deactivation claim reward before expires sincerely steam customer service,258,0
EM00056,Your HDFC Bank account has been limited,"Dear user, as part of a routine security review your HDFC Bank account access has been temporarily limited. Please confirm your details here to restore full access: http://irs-taxrefund-gov.com/punwcgbsvk3x We appreciate your prompt attention to this matter.",noreply@irs-taxrefund-gov.com,irs-taxrefund-gov.com,1,0,0,1,"Your HDFC Bank account has been limited Dear user, as part of a routine security review your HDFC Bank account access has been temporarily limited. Please confirm your details here to restore full access: http://irs-taxrefund-gov.com/punwcgbsvk3x We appreciate your prompt attention to this matter.",hdfc bank account limited dear user part routine security review hdfc bank account access temporarily limited please confirm details here restore full access appreciate prompt attention matter,298,0
